,Virus
164,SARS_COV_2 
8858,SARS_COV_2 
9667,SARS_COV_2 
9670,SARS_COV_2 
4108,SARS_COV_2 
6524,SARS_COV_2 
11977,MERS       
9677,SARS_COV_2 
6522,SARS_COV_2 
6416,SARS_COV_2 
7856,SARS_COV_2 
10270,SARS_COV_2 
7488,SARS_COV_2 
6444,SARS_COV_2 
7601,SARS_COV_2 
10313,SARS_COV_2 
12969,MERS       
12267,MERS       
7806,SARS_COV_2 
91,SARS_COV_2 
4880,SARS_COV_2 
7853,SARS_COV_2 
9965,SARS_COV_2 
7074,SARS_COV_2 
4021,SARS_COV_2 
7381,SARS_COV_2 
8985,SARS_COV_2 
4488,SARS_COV_2 
4248,SARS_COV_2 
10238,SARS_COV_2 
4812,SARS_COV_2 
9322,SARS_COV_2 
9394,SARS_COV_2 
5278,SARS_COV_2 
2879,SARS_COV_2 
11101,SARS_COV_2 
9041,SARS_COV_2 
8298,SARS_COV_2 
10582,SARS_COV_2 
7323,SARS_COV_2 
11748,MERS       
946,SARS_COV_2 
6914,SARS_COV_2 
8888,SARS_COV_2 
3083,SARS_COV_2 
3514,SARS_COV_2 
475,SARS_COV_2 
2270,SARS_COV_2 
5783,SARS_COV_2 
1090,SARS_COV_2 
3185,SARS_COV_2 
6893,SARS_COV_2 
1002,SARS_COV_2 
2199,SARS_COV_2 
10823,SARS_COV_2 
5176,SARS_COV_2 
1667,SARS_COV_2 
9704,SARS_COV_2 
7443,SARS_COV_2 
2303,SARS_COV_2 
11450,MERS       
6354,SARS_COV_2 
6753,SARS_COV_2 
6130,SARS_COV_2 
10961,SARS_COV_2 
8461,SARS_COV_2 
3516,SARS_COV_2 
6792,SARS_COV_2 
1893,SARS_COV_2 
1627,SARS_COV_2 
10087,SARS_COV_2 
4396,SARS_COV_2 
12866,MERS       
12479,MERS       
8142,SARS_COV_2 
5739,SARS_COV_2 
7593,SARS_COV_2 
4181,SARS_COV_2 
22,SARS_COV_2 
11006,SARS_COV_2 
3721,SARS_COV_2 
9913,SARS_COV_2 
4271,SARS_COV_2 
829,SARS_COV_2 
2560,SARS_COV_2 
828,SARS_COV_2 
5977,SARS_COV_2 
6392,SARS_COV_2 
7403,SARS_COV_2 
12715,MERS       
12287,MERS       
12063,MERS       
9447,SARS_COV_2 
2295,SARS_COV_2 
2546,SARS_COV_2 
1746,SARS_COV_2 
12054,MERS       
2476,SARS_COV_2 
3902,SARS_COV_2 
12274,MERS       
2020,SARS_COV_2 
9974,SARS_COV_2 
4243,SARS_COV_2 
3120,SARS_COV_2 
2568,SARS_COV_2 
644,SARS_COV_2 
11738,MERS       
195,SARS_COV_2 
12212,MERS       
2883,SARS_COV_2 
4798,SARS_COV_2 
4573,SARS_COV_2 
7529,SARS_COV_2 
7692,SARS_COV_2 
11747,MERS       
1344,SARS_COV_2 
1258,SARS_COV_2 
3925,SARS_COV_2 
141,SARS_COV_2 
10408,SARS_COV_2 
6043,SARS_COV_2 
8274,SARS_COV_2 
11512,MERS       
27,SARS_COV_2 
7680,SARS_COV_2 
776,SARS_COV_2 
6288,SARS_COV_2 
963,SARS_COV_2 
12470,MERS       
4813,SARS_COV_2 
5050,SARS_COV_2 
11386,MERS       
1559,SARS_COV_2 
10546,SARS_COV_2 
8585,SARS_COV_2 
3328,SARS_COV_2 
9347,SARS_COV_2 
4518,SARS_COV_2 
8087,SARS_COV_2 
6104,SARS_COV_2 
2389,SARS_COV_2 
862,SARS_COV_2 
943,SARS_COV_2 
431,SARS_COV_2 
9812,SARS_COV_2 
10134,SARS_COV_2 
4857,SARS_COV_2 
5470,SARS_COV_2 
6882,SARS_COV_2 
2570,SARS_COV_2 
6595,SARS_COV_2 
5553,SARS_COV_2 
9274,SARS_COV_2 
2722,SARS_COV_2 
4652,SARS_COV_2 
12391,MERS       
5601,SARS_COV_2 
1172,SARS_COV_2 
11571,MERS       
11096,SARS_COV_2 
10732,SARS_COV_2 
11663,MERS       
8528,SARS_COV_2 
6734,SARS_COV_2 
5156,SARS_COV_2 
7889,SARS_COV_2 
9258,SARS_COV_2 
4829,SARS_COV_2 
7426,SARS_COV_2 
2592,SARS_COV_2 
11454,MERS       
7271,SARS_COV_2 
2323,SARS_COV_2 
13091,MERS       
2411,SARS_COV_2 
219,SARS_COV_2 
1370,SARS_COV_2 
11844,MERS       
5368,SARS_COV_2 
5391,SARS_COV_2 
6013,SARS_COV_2 
6743,SARS_COV_2 
2542,SARS_COV_2 
1694,SARS_COV_2 
8314,SARS_COV_2 
11317,SARS_COV_2 
2789,SARS_COV_2 
9778,SARS_COV_2 
9065,SARS_COV_2 
9907,SARS_COV_2 
4719,SARS_COV_2 
3609,SARS_COV_2 
5275,SARS_COV_2 
2242,SARS_COV_2 
1758,SARS_COV_2 
9408,SARS_COV_2 
4165,SARS_COV_2 
8893,SARS_COV_2 
1820,SARS_COV_2 
1605,SARS_COV_2 
4818,SARS_COV_2 
821,SARS_COV_2 
10818,SARS_COV_2 
1136,SARS_COV_2 
5305,SARS_COV_2 
2239,SARS_COV_2 
11319,SARS_COV_2 
4276,SARS_COV_2 
10518,SARS_COV_2 
9792,SARS_COV_2 
12233,MERS       
4413,SARS_COV_2 
6696,SARS_COV_2 
1082,SARS_COV_2 
8143,SARS_COV_2 
4290,SARS_COV_2 
7915,SARS_COV_2 
1383,SARS_COV_2 
1583,SARS_COV_2 
7051,SARS_COV_2 
2717,SARS_COV_2 
707,SARS_COV_2 
10291,SARS_COV_2 
4261,SARS_COV_2 
11089,SARS_COV_2 
4695,SARS_COV_2 
6150,SARS_COV_2 
9335,SARS_COV_2 
7350,SARS_COV_2 
13116,MERS       
4907,SARS_COV_2 
12758,MERS       
884,SARS_COV_2 
10664,SARS_COV_2 
10592,SARS_COV_2 
7161,SARS_COV_2 
10846,SARS_COV_2 
1327,SARS_COV_2 
6304,SARS_COV_2 
7520,SARS_COV_2 
8350,SARS_COV_2 
522,SARS_COV_2 
8835,SARS_COV_2 
9557,SARS_COV_2 
9905,SARS_COV_2 
12749,MERS       
5404,SARS_COV_2 
730,SARS_COV_2 
915,SARS_COV_2 
870,SARS_COV_2 
4896,SARS_COV_2 
10005,SARS_COV_2 
4391,SARS_COV_2 
6873,SARS_COV_2 
9845,SARS_COV_2 
5659,SARS_COV_2 
2179,SARS_COV_2 
1663,SARS_COV_2 
4621,SARS_COV_2 
9359,SARS_COV_2 
6681,SARS_COV_2 
8839,SARS_COV_2 
5302,SARS_COV_2 
10326,SARS_COV_2 
9120,SARS_COV_2 
2349,SARS_COV_2 
12712,MERS       
7950,SARS_COV_2 
4657,SARS_COV_2 
5312,SARS_COV_2 
6372,SARS_COV_2 
8076,SARS_COV_2 
8690,SARS_COV_2 
2948,SARS_COV_2 
9434,SARS_COV_2 
10081,SARS_COV_2 
6233,SARS_COV_2 
1814,SARS_COV_2 
12852,MERS       
3020,SARS_COV_2 
3541,SARS_COV_2 
13051,MERS       
5968,SARS_COV_2 
1041,SARS_COV_2 
9843,SARS_COV_2 
2555,SARS_COV_2 
9108,SARS_COV_2 
13157,MERS       
12590,MERS       
7873,SARS_COV_2 
3750,SARS_COV_2 
5332,SARS_COV_2 
5175,SARS_COV_2 
4319,SARS_COV_2 
9198,SARS_COV_2 
5866,SARS_COV_2 
11170,SARS_COV_2 
29,SARS_COV_2 
10077,SARS_COV_2 
8966,SARS_COV_2 
7551,SARS_COV_2 
10337,SARS_COV_2 
3730,SARS_COV_2 
4546,SARS_COV_2 
1400,SARS_COV_2 
10678,SARS_COV_2 
11945,MERS       
7587,SARS_COV_2 
9020,SARS_COV_2 
5463,SARS_COV_2 
10311,SARS_COV_2 
125,SARS_COV_2 
3855,SARS_COV_2 
9902,SARS_COV_2 
8543,SARS_COV_2 
5837,SARS_COV_2 
2149,SARS_COV_2 
9047,SARS_COV_2 
4012,SARS_COV_2 
2882,SARS_COV_2 
810,SARS_COV_2 
2917,SARS_COV_2 
11367,MERS       
10695,SARS_COV_2 
11581,MERS       
161,SARS_COV_2 
3521,SARS_COV_2 
5733,SARS_COV_2 
6575,SARS_COV_2 
6487,SARS_COV_2 
5077,SARS_COV_2 
1404,SARS_COV_2 
11437,MERS       
5822,SARS_COV_2 
501,SARS_COV_2 
9628,SARS_COV_2 
7825,SARS_COV_2 
8622,SARS_COV_2 
325,SARS_COV_2 
3641,SARS_COV_2 
4287,SARS_COV_2 
2481,SARS_COV_2 
1986,SARS_COV_2 
10294,SARS_COV_2 
13115,MERS       
4565,SARS_COV_2 
1029,SARS_COV_2 
11176,SARS_COV_2 
5876,SARS_COV_2 
11487,MERS       
5473,SARS_COV_2 
712,SARS_COV_2 
4152,SARS_COV_2 
5846,SARS_COV_2 
7181,SARS_COV_2 
7348,SARS_COV_2 
11825,MERS       
1535,SARS_COV_2 
7007,SARS_COV_2 
4404,SARS_COV_2 
2150,SARS_COV_2 
276,SARS_COV_2 
11298,SARS_COV_2 
9766,SARS_COV_2 
10514,SARS_COV_2 
3896,SARS_COV_2 
2575,SARS_COV_2 
6901,SARS_COV_2 
6488,SARS_COV_2 
12827,MERS       
8596,SARS_COV_2 
3979,SARS_COV_2 
5263,SARS_COV_2 
8462,SARS_COV_2 
7954,SARS_COV_2 
9518,SARS_COV_2 
8210,SARS_COV_2 
11851,MERS       
2225,SARS_COV_2 
9596,SARS_COV_2 
12561,MERS       
2952,SARS_COV_2 
12538,MERS       
721,SARS_COV_2 
4871,SARS_COV_2 
6292,SARS_COV_2 
12043,MERS       
6032,SARS_COV_2 
4868,SARS_COV_2 
10441,SARS_COV_2 
6045,SARS_COV_2 
6258,SARS_COV_2 
4247,SARS_COV_2 
7993,SARS_COV_2 
7547,SARS_COV_2 
4882,SARS_COV_2 
3401,SARS_COV_2 
10067,SARS_COV_2 
3421,SARS_COV_2 
7628,SARS_COV_2 
3792,SARS_COV_2 
988,SARS_COV_2 
8425,SARS_COV_2 
3989,SARS_COV_2 
1013,SARS_COV_2 
8532,SARS_COV_2 
5938,SARS_COV_2 
6972,SARS_COV_2 
9429,SARS_COV_2 
5065,SARS_COV_2 
6981,SARS_COV_2 
9801,SARS_COV_2 
12934,MERS       
9360,SARS_COV_2 
3326,SARS_COV_2 
3049,SARS_COV_2 
5825,SARS_COV_2 
456,SARS_COV_2 
5281,SARS_COV_2 
534,SARS_COV_2 
10598,SARS_COV_2 
6867,SARS_COV_2 
28,SARS_COV_2 
12692,MERS       
7539,SARS_COV_2 
5559,SARS_COV_2 
4288,SARS_COV_2 
79,SARS_COV_2 
10700,SARS_COV_2 
7904,SARS_COV_2 
4583,SARS_COV_2 
1620,SARS_COV_2 
13094,MERS       
655,SARS_COV_2 
11759,MERS       
9142,SARS_COV_2 
4398,SARS_COV_2 
3552,SARS_COV_2 
1828,SARS_COV_2 
11608,MERS       
8036,SARS_COV_2 
7319,SARS_COV_2 
3914,SARS_COV_2 
5572,SARS_COV_2 
4329,SARS_COV_2 
12,SARS_COV_2 
4014,SARS_COV_2 
2229,SARS_COV_2 
4072,SARS_COV_2 
887,SARS_COV_2 
12647,MERS       
6919,SARS_COV_2 
10306,SARS_COV_2 
2255,SARS_COV_2 
1598,SARS_COV_2 
12711,MERS       
10497,SARS_COV_2 
9296,SARS_COV_2 
7437,SARS_COV_2 
5860,SARS_COV_2 
600,SARS_COV_2 
1442,SARS_COV_2 
11507,MERS       
11564,MERS       
3766,SARS_COV_2 
723,SARS_COV_2 
1656,SARS_COV_2 
5961,SARS_COV_2 
3633,SARS_COV_2 
10809,SARS_COV_2 
5187,SARS_COV_2 
10213,SARS_COV_2 
4228,SARS_COV_2 
12235,MERS       
6192,SARS_COV_2 
5916,SARS_COV_2 
8580,SARS_COV_2 
6633,SARS_COV_2 
5164,SARS_COV_2 
2206,SARS_COV_2 
7428,SARS_COV_2 
12739,MERS       
5200,SARS_COV_2 
769,SARS_COV_2 
6754,SARS_COV_2 
7862,SARS_COV_2 
4724,SARS_COV_2 
8443,SARS_COV_2 
6343,SARS_COV_2 
6798,SARS_COV_2 
11169,SARS_COV_2 
6348,SARS_COV_2 
10237,SARS_COV_2 
3472,SARS_COV_2 
10736,SARS_COV_2 
4964,SARS_COV_2 
550,SARS_COV_2 
4241,SARS_COV_2 
13081,MERS       
6763,SARS_COV_2 
3476,SARS_COV_2 
5449,SARS_COV_2 
11180,SARS_COV_2 
2185,SARS_COV_2 
3849,SARS_COV_2 
533,SARS_COV_2 
9074,SARS_COV_2 
12403,MERS       
2675,SARS_COV_2 
4433,SARS_COV_2 
9292,SARS_COV_2 
6928,SARS_COV_2 
5840,SARS_COV_2 
10862,SARS_COV_2 
9642,SARS_COV_2 
3162,SARS_COV_2 
10113,SARS_COV_2 
11387,MERS       
11781,MERS       
10127,SARS_COV_2 
4779,SARS_COV_2 
6186,SARS_COV_2 
716,SARS_COV_2 
12045,MERS       
12902,MERS       
2288,SARS_COV_2 
9275,SARS_COV_2 
4343,SARS_COV_2 
10252,SARS_COV_2 
8126,SARS_COV_2 
9135,SARS_COV_2 
3676,SARS_COV_2 
7905,SARS_COV_2 
12768,MERS       
4934,SARS_COV_2 
5775,SARS_COV_2 
1289,SARS_COV_2 
5054,SARS_COV_2 
9311,SARS_COV_2 
13147,MERS       
8273,SARS_COV_2 
1336,SARS_COV_2 
8131,SARS_COV_2 
5686,SARS_COV_2 
5375,SARS_COV_2 
4783,SARS_COV_2 
10879,SARS_COV_2 
9000,SARS_COV_2 
2528,SARS_COV_2 
11379,MERS       
1530,SARS_COV_2 
843,SARS_COV_2 
11551,MERS       
553,SARS_COV_2 
7945,SARS_COV_2 
12623,MERS       
10811,SARS_COV_2 
5043,SARS_COV_2 
7994,SARS_COV_2 
6102,SARS_COV_2 
648,SARS_COV_2 
9112,SARS_COV_2 
7454,SARS_COV_2 
8200,SARS_COV_2 
10865,SARS_COV_2 
12166,MERS       
327,SARS_COV_2 
12000,MERS       
11354,MERS       
7899,SARS_COV_2 
5761,SARS_COV_2 
375,SARS_COV_2 
4087,SARS_COV_2 
2142,SARS_COV_2 
6983,SARS_COV_2 
206,SARS_COV_2 
6245,SARS_COV_2 
3918,SARS_COV_2 
5619,SARS_COV_2 
7064,SARS_COV_2 
210,SARS_COV_2 
6559,SARS_COV_2 
9526,SARS_COV_2 
8558,SARS_COV_2 
1034,SARS_COV_2 
1993,SARS_COV_2 
6284,SARS_COV_2 
8743,SARS_COV_2 
3748,SARS_COV_2 
697,SARS_COV_2 
6663,SARS_COV_2 
11784,MERS       
6862,SARS_COV_2 
8237,SARS_COV_2 
7967,SARS_COV_2 
170,SARS_COV_2 
2122,SARS_COV_2 
13195,SARS_COV_1 
11205,SARS_COV_2 
9313,SARS_COV_2 
12855,MERS       
7574,SARS_COV_2 
9827,SARS_COV_2 
2851,SARS_COV_2 
3144,SARS_COV_2 
5855,SARS_COV_2 
12048,MERS       
6702,SARS_COV_2 
6630,SARS_COV_2 
9584,SARS_COV_2 
6611,SARS_COV_2 
12689,MERS       
10820,SARS_COV_2 
8752,SARS_COV_2 
12280,MERS       
8261,SARS_COV_2 
4537,SARS_COV_2 
11730,MERS       
49,SARS_COV_2 
13141,MERS       
5853,SARS_COV_2 
11308,SARS_COV_2 
138,SARS_COV_2 
7191,SARS_COV_2 
986,SARS_COV_2 
10439,SARS_COV_2 
12865,MERS       
10433,SARS_COV_2 
12636,MERS       
11037,SARS_COV_2 
5790,SARS_COV_2 
6662,SARS_COV_2 
5495,SARS_COV_2 
4599,SARS_COV_2 
4106,SARS_COV_2 
6527,SARS_COV_2 
6081,SARS_COV_2 
6518,SARS_COV_2 
7641,SARS_COV_2 
12452,MERS       
11384,MERS       
6626,SARS_COV_2 
2425,SARS_COV_2 
8710,SARS_COV_2 
2110,SARS_COV_2 
5011,SARS_COV_2 
9374,SARS_COV_2 
6960,SARS_COV_2 
9384,SARS_COV_2 
12959,MERS       
12696,MERS       
10012,SARS_COV_2 
37,SARS_COV_2 
10099,SARS_COV_2 
1848,SARS_COV_2 
8157,SARS_COV_2 
108,SARS_COV_2 
4240,SARS_COV_2 
5035,SARS_COV_2 
7545,SARS_COV_2 
9214,SARS_COV_2 
5696,SARS_COV_2 
6807,SARS_COV_2 
1843,SARS_COV_2 
10851,SARS_COV_2 
622,SARS_COV_2 
3977,SARS_COV_2 
9409,SARS_COV_2 
13186,MERS       
2234,SARS_COV_2 
6801,SARS_COV_2 
790,SARS_COV_2 
12123,MERS       
1639,SARS_COV_2 
8299,SARS_COV_2 
12806,MERS       
8216,SARS_COV_2 
6493,SARS_COV_2 
13185,MERS       
9647,SARS_COV_2 
2333,SARS_COV_2 
9397,SARS_COV_2 
11565,MERS       
9743,SARS_COV_2 
4147,SARS_COV_2 
10468,SARS_COV_2 
12746,MERS       
6155,SARS_COV_2 
541,SARS_COV_2 
2567,SARS_COV_2 
1000,SARS_COV_2 
5101,SARS_COV_2 
1549,SARS_COV_2 
1603,SARS_COV_2 
9599,SARS_COV_2 
1666,SARS_COV_2 
4334,SARS_COV_2 
10963,SARS_COV_2 
3445,SARS_COV_2 
772,SARS_COV_2 
3658,SARS_COV_2 
5256,SARS_COV_2 
3625,SARS_COV_2 
61,SARS_COV_2 
6546,SARS_COV_2 
5388,SARS_COV_2 
9026,SARS_COV_2 
5512,SARS_COV_2 
11097,SARS_COV_2 
3817,SARS_COV_2 
1659,SARS_COV_2 
78,SARS_COV_2 
9616,SARS_COV_2 
2938,SARS_COV_2 
1951,SARS_COV_2 
5407,SARS_COV_2 
10344,SARS_COV_2 
2471,SARS_COV_2 
12840,MERS       
5683,SARS_COV_2 
8740,SARS_COV_2 
539,SARS_COV_2 
3726,SARS_COV_2 
6620,SARS_COV_2 
3109,SARS_COV_2 
9122,SARS_COV_2 
7068,SARS_COV_2 
12525,MERS       
12722,MERS       
6397,SARS_COV_2 
4465,SARS_COV_2 
11005,SARS_COV_2 
11523,MERS       
13090,MERS       
4729,SARS_COV_2 
10536,SARS_COV_2 
3545,SARS_COV_2 
5844,SARS_COV_2 
3585,SARS_COV_2 
11874,MERS       
5334,SARS_COV_2 
12044,MERS       
10322,SARS_COV_2 
6159,SARS_COV_2 
11445,MERS       
6769,SARS_COV_2 
4454,SARS_COV_2 
3035,SARS_COV_2 
7801,SARS_COV_2 
9637,SARS_COV_2 
5628,SARS_COV_2 
9622,SARS_COV_2 
10445,SARS_COV_2 
9819,SARS_COV_2 
11184,SARS_COV_2 
5082,SARS_COV_2 
7817,SARS_COV_2 
4085,SARS_COV_2 
1911,SARS_COV_2 
10871,SARS_COV_2 
12023,MERS       
9324,SARS_COV_2 
9379,SARS_COV_2 
12247,MERS       
11649,MERS       
8018,SARS_COV_2 
4570,SARS_COV_2 
12814,MERS       
4849,SARS_COV_2 
3274,SARS_COV_2 
8978,SARS_COV_2 
230,SARS_COV_2 
11087,SARS_COV_2 
4660,SARS_COV_2 
10387,SARS_COV_2 
11218,SARS_COV_2 
5362,SARS_COV_2 
6099,SARS_COV_2 
2213,SARS_COV_2 
7162,SARS_COV_2 
11667,MERS       
12036,MERS       
672,SARS_COV_2 
10201,SARS_COV_2 
10781,SARS_COV_2 
554,SARS_COV_2 
5226,SARS_COV_2 
4618,SARS_COV_2 
5212,SARS_COV_2 
8749,SARS_COV_2 
32,SARS_COV_2 
10945,SARS_COV_2 
7375,SARS_COV_2 
8225,SARS_COV_2 
3525,SARS_COV_2 
12219,MERS       
12082,MERS       
640,SARS_COV_2 
6580,SARS_COV_2 
11540,MERS       
8375,SARS_COV_2 
10747,SARS_COV_2 
5115,SARS_COV_2 
6724,SARS_COV_2 
5821,SARS_COV_2 
11774,MERS       
5992,SARS_COV_2 
4397,SARS_COV_2 
7294,SARS_COV_2 
1292,SARS_COV_2 
8843,SARS_COV_2 
12296,MERS       
1290,SARS_COV_2 
8553,SARS_COV_2 
2495,SARS_COV_2 
11728,MERS       
4027,SARS_COV_2 
2309,SARS_COV_2 
1069,SARS_COV_2 
12201,MERS       
11265,SARS_COV_2 
4554,SARS_COV_2 
8451,SARS_COV_2 
2548,SARS_COV_2 
10613,SARS_COV_2 
9328,SARS_COV_2 
6485,SARS_COV_2 
11275,SARS_COV_2 
4089,SARS_COV_2 
2009,SARS_COV_2 
441,SARS_COV_2 
2167,SARS_COV_2 
5751,SARS_COV_2 
7207,SARS_COV_2 
8211,SARS_COV_2 
353,SARS_COV_2 
12867,MERS       
1473,SARS_COV_2 
10714,SARS_COV_2 
2436,SARS_COV_2 
2808,SARS_COV_2 
1064,SARS_COV_2 
5543,SARS_COV_2 
3529,SARS_COV_2 
7948,SARS_COV_2 
4811,SARS_COV_2 
9523,SARS_COV_2 
9708,SARS_COV_2 
983,SARS_COV_2 
11234,SARS_COV_2 
12591,MERS       
3351,SARS_COV_2 
11337,MERS       
7082,SARS_COV_2 
2963,SARS_COV_2 
13183,MERS       
3975,SARS_COV_2 
9649,SARS_COV_2 
10279,SARS_COV_2 
11199,SARS_COV_2 
2885,SARS_COV_2 
2878,SARS_COV_2 
3371,SARS_COV_2 
4466,SARS_COV_2 
9425,SARS_COV_2 
3689,SARS_COV_2 
12573,MERS       
12494,MERS       
6051,SARS_COV_2 
4375,SARS_COV_2 
4954,SARS_COV_2 
7223,SARS_COV_2 
33,SARS_COV_2 
6033,SARS_COV_2 
11390,MERS       
7159,SARS_COV_2 
7797,SARS_COV_2 
11109,SARS_COV_2 
7496,SARS_COV_2 
5525,SARS_COV_2 
1146,SARS_COV_2 
18,SARS_COV_2 
5383,SARS_COV_2 
12809,MERS       
10004,SARS_COV_2 
9463,SARS_COV_2 
9519,SARS_COV_2 
6587,SARS_COV_2 
2585,SARS_COV_2 
8613,SARS_COV_2 
927,SARS_COV_2 
1039,SARS_COV_2 
10863,SARS_COV_2 
784,SARS_COV_2 
9877,SARS_COV_2 
1386,SARS_COV_2 
11983,MERS       
2273,SARS_COV_2 
661,SARS_COV_2 
11245,SARS_COV_2 
9543,SARS_COV_2 
7360,SARS_COV_2 
12170,MERS       
4250,SARS_COV_2 
8745,SARS_COV_2 
1846,SARS_COV_2 
8883,SARS_COV_2 
6918,SARS_COV_2 
10041,SARS_COV_2 
11861,MERS       
7685,SARS_COV_2 
12541,MERS       
9124,SARS_COV_2 
7722,SARS_COV_2 
2642,SARS_COV_2 
7128,SARS_COV_2 
11300,SARS_COV_2 
2010,SARS_COV_2 
3157,SARS_COV_2 
1339,SARS_COV_2 
8212,SARS_COV_2 
3501,SARS_COV_2 
738,SARS_COV_2 
4671,SARS_COV_2 
11917,MERS       
9436,SARS_COV_2 
7010,SARS_COV_2 
11484,MERS       
200,SARS_COV_2 
7352,SARS_COV_2 
11605,MERS       
8695,SARS_COV_2 
8666,SARS_COV_2 
5864,SARS_COV_2 
6041,SARS_COV_2 
3439,SARS_COV_2 
3198,SARS_COV_2 
2301,SARS_COV_2 
2304,SARS_COV_2 
5154,SARS_COV_2 
10125,SARS_COV_2 
3354,SARS_COV_2 
2826,SARS_COV_2 
3878,SARS_COV_2 
1936,SARS_COV_2 
3462,SARS_COV_2 
2350,SARS_COV_2 
6458,SARS_COV_2 
10838,SARS_COV_2 
9431,SARS_COV_2 
12863,MERS       
10370,SARS_COV_2 
5939,SARS_COV_2 
5170,SARS_COV_2 
8762,SARS_COV_2 
2328,SARS_COV_2 
3566,SARS_COV_2 
4105,SARS_COV_2 
11643,MERS       
10055,SARS_COV_2 
8359,SARS_COV_2 
6635,SARS_COV_2 
8997,SARS_COV_2 
4372,SARS_COV_2 
10853,SARS_COV_2 
3617,SARS_COV_2 
6751,SARS_COV_2 
8492,SARS_COV_2 
3272,SARS_COV_2 
2839,SARS_COV_2 
3953,SARS_COV_2 
4427,SARS_COV_2 
1604,SARS_COV_2 
12133,MERS       
7144,SARS_COV_2 
5010,SARS_COV_2 
6992,SARS_COV_2 
1310,SARS_COV_2 
8482,SARS_COV_2 
7838,SARS_COV_2 
6624,SARS_COV_2 
11534,MERS       
4799,SARS_COV_2 
1494,SARS_COV_2 
11217,SARS_COV_2 
9195,SARS_COV_2 
7858,SARS_COV_2 
3710,SARS_COV_2 
6507,SARS_COV_2 
6326,SARS_COV_2 
5834,SARS_COV_2 
12795,MERS       
12103,MERS       
1302,SARS_COV_2 
10753,SARS_COV_2 
3147,SARS_COV_2 
4017,SARS_COV_2 
10461,SARS_COV_2 
10500,SARS_COV_2 
10688,SARS_COV_2 
4555,SARS_COV_2 
8365,SARS_COV_2 
594,SARS_COV_2 
2029,SARS_COV_2 
8288,SARS_COV_2 
3194,SARS_COV_2 
12434,MERS       
6549,SARS_COV_2 
12226,MERS       
1102,SARS_COV_2 
11288,SARS_COV_2 
4958,SARS_COV_2 
11100,SARS_COV_2 
4680,SARS_COV_2 
8191,SARS_COV_2 
9487,SARS_COV_2 
408,SARS_COV_2 
12210,MERS       
7422,SARS_COV_2 
11756,MERS       
9066,SARS_COV_2 
5193,SARS_COV_2 
5499,SARS_COV_2 
5568,SARS_COV_2 
9840,SARS_COV_2 
4716,SARS_COV_2 
8834,SARS_COV_2 
6703,SARS_COV_2 
5786,SARS_COV_2 
8862,SARS_COV_2 
1243,SARS_COV_2 
7701,SARS_COV_2 
4484,SARS_COV_2 
12144,MERS       
8084,SARS_COV_2 
6054,SARS_COV_2 
6318,SARS_COV_2 
5870,SARS_COV_2 
4691,SARS_COV_2 
9131,SARS_COV_2 
8590,SARS_COV_2 
6936,SARS_COV_2 
9926,SARS_COV_2 
7105,SARS_COV_2 
10561,SARS_COV_2 
12070,MERS       
11255,SARS_COV_2 
11864,MERS       
6871,SARS_COV_2 
10180,SARS_COV_2 
8012,SARS_COV_2 
5886,SARS_COV_2 
12301,MERS       
4115,SARS_COV_2 
3957,SARS_COV_2 
12065,MERS       
5575,SARS_COV_2 
10979,SARS_COV_2 
7238,SARS_COV_2 
6394,SARS_COV_2 
8877,SARS_COV_2 
9472,SARS_COV_2 
5112,SARS_COV_2 
6645,SARS_COV_2 
12178,MERS       
7434,SARS_COV_2 
2693,SARS_COV_2 
2859,SARS_COV_2 
575,SARS_COV_2 
5965,SARS_COV_2 
11779,MERS       
7156,SARS_COV_2 
5262,SARS_COV_2 
7727,SARS_COV_2 
6009,SARS_COV_2 
6772,SARS_COV_2 
9630,SARS_COV_2 
1305,SARS_COV_2 
775,SARS_COV_2 
8733,SARS_COV_2 
892,SARS_COV_2 
5494,SARS_COV_2 
6123,SARS_COV_2 
7014,SARS_COV_2 
7615,SARS_COV_2 
12363,MERS       
7514,SARS_COV_2 
3746,SARS_COV_2 
10748,SARS_COV_2 
11812,MERS       
9539,SARS_COV_2 
10379,SARS_COV_2 
12932,MERS       
10376,SARS_COV_2 
2340,SARS_COV_2 
36,SARS_COV_2 
2,SARS_COV_2 
7289,SARS_COV_2 
8900,SARS_COV_2 
10974,SARS_COV_2 
736,SARS_COV_2 
7380,SARS_COV_2 
8197,SARS_COV_2 
7473,SARS_COV_2 
4320,SARS_COV_2 
10245,SARS_COV_2 
1245,SARS_COV_2 
5376,SARS_COV_2 
6586,SARS_COV_2 
3359,SARS_COV_2 
12236,MERS       
11077,SARS_COV_2 
8497,SARS_COV_2 
12904,MERS       
9060,SARS_COV_2 
1351,SARS_COV_2 
12571,MERS       
6982,SARS_COV_2 
6425,SARS_COV_2 
11203,SARS_COV_2 
10877,SARS_COV_2 
88,SARS_COV_2 
4369,SARS_COV_2 
3355,SARS_COV_2 
8578,SARS_COV_2 
3487,SARS_COV_2 
4749,SARS_COV_2 
3881,SARS_COV_2 
12968,MERS       
7563,SARS_COV_2 
6791,SARS_COV_2 
543,SARS_COV_2 
3838,SARS_COV_2 
5658,SARS_COV_2 
7977,SARS_COV_2 
11141,SARS_COV_2 
2668,SARS_COV_2 
7408,SARS_COV_2 
6345,SARS_COV_2 
564,SARS_COV_2 
12718,MERS       
